fichier	url_image	page_source	titre	requete	date
/images/q-litterature-06.webp	https://magazineblogs.co.uk/wp-content/uploads/2025/07/image-about-for-this_Tilting-at-Windmills_-Don-Quixotes-Iconic-Battle-Captured-in-Google-Images_.jpg	https://magazineblogs.co.uk/tilting-at-windmills-don-quixotes-iconic-battle-captured-in-google-images/	Tilting at Windmills: Don Quixote's Iconic Battle Captured in	Don Quixote windmills painting	2026-09-24 # rejetée
/images/sub-sciences.webp	https://upload.wikimedia.org/wikipedia/commons/f/fc/Lab_glassware.jpg	https://commons.wikimedia.org/wiki/Category:Laboratory_glassware	Category:Laboratory glassware - Wikimedia Commons	chemistry laboratory glassware flasks wikimedia commons	2026-09-24
/images/sub-corps-humain.webp	https://wheninyourstate.com/wp-content/uploads/2024/04/Museum-of-Osteology-1024x768.jpg	https://wheninyourstate.com/oklahoma/explore-an-astonishing-collection-of-over-450-skeletons-here-at-the-only-skeleton-museum-in-the-united-states/	Explore an Astonishing Collection of Over 450+ Skeletons Here at the ...	anatomy museum skeleton display	2026-09-24
/images/sub-art-et-peinture.webp	https://www.earthtrekkers.com/wp-content/uploads/2023/10/Grande-Galerie-Louvre-1129x753.jpg.optimal.jpg	https://www.earthtrekkers.com/how-to-visit-the-louvre/	Visiting the Louvre in 2024: Things to See, Best Walking Route & eBook ...	Grande Galerie Louvre paintings visitors	2026-09-24 # rejetée
/images/sub-musique.webp	https://cdn.britannica.com/58/155258-050-2F8189A9/Symphony-concert-Svetlanov-Hall-Moscow-International-House.jpg	https://www.britannica.com/art/symphony-music	Symphony | Description, History, & Facts | Britannica	symphony orchestra concert hall performance	2026-09-24
/images/sub-litterature.webp	https://twistedsifter.com/wp-content/uploads/2016/02/long_room_interior_trinity_college_dublin_ireland_-_diliff.jpg	https://twistedsifter.com/2016/02/the-long-room-trinity-college-library-dublin/	Picture of the Day: The Long Room, Trinity College Library, Dublin ...	Trinity College Library Long Room Dublin	2026-09-24
/images/q-sciences-01.webp	https://dygtyjqp7pi0m.cloudfront.net/i/65324/51880314_1.jpg?v=8DC3A4B073B8FF0	https://www.icollector.com/Alaskan-Native-Gold-Nugget_i51880314	Alaskan Native Gold Nugget	gold nugget native gold	2026-09-24
/images/q-sciences-07.webp	https://cdn.britannica.com/78/202978-050-9ABC7384/Sir-Alexander-Fleming.jpg	https://catalog.injoy-estenfeld.de/fleming-alexander-dipling-alexander-fleming-penicillin/	Fleming Alexander Dipl.-Ing. – Alexander Fleming Penicillin – ZSNQZ	Alexander Fleming penicillin 1945	2026-09-24
/images/q-corps-humain-10.webp	https://galacticanthropology.org/wp-content/uploads/2023/10/double-helix-sculpture-cambridge.jpg	https://galacticanthropology.org/2023/10/10/	10 | October | 2023 | Galactic Anthropology	DNA double helix sculpture	2026-09-24
/images/q-espace-03.webp	https://hampel-auctions.imgix.net/auktionen/A130/imgix/Hampel-130215002-1647015832.jpg	https://www.hampel-auctions.com/a/Apollo-11-mission-Nasa-code-AS11-40-5903.html?a=130&s=-1&id=120&acl=1302152	Apollo 11 mission Nasa code AS11-40-5903 - Hampel Fine Art Auctions	Buzz Aldrin Apollo 11 NASA photo AS11-40-5903	2026-09-24
/images/q-espace-05.webp	https://c02.purpledshub.com/uploads/sites/48/2024/08/pluto-true-colour.jpg?webp=1&w=1200	https://www.skyatnightmagazine.com/space-science/what-colour-is-pluto	What colour is Pluto | BBC Sky at Night Magazine	Pluto New Horizons true color full disk	2026-09-24
/images/q-peinture-01.webp	https://paintanswers.com/wp-content/uploads/2025/01/mona-lisa-painting-location.webp	https://paintanswers.com/where-is-the-mona-lisa-painting-located/	Where is the Mona Lisa Painting Located?	Mona Lisa painting Louvre	2026-09-24 # rejetée
/images/q-musique-02.webp	https://i.etsystatic.com/28289745/r/il/2a4745/4755124513/il_fullxfull.4755124513_n2by.jpg	https://www.etsy.com/listing/1136651943/ludwig-van-beethoven-portrait-by-joseph	Ludwig Van Beethoven, Portrait by Joseph Karl Stieler, 1820. Giclee ...	Beethoven Stieler portrait painting	2026-09-24
/images/q-musique-07.webp	https://cdn-s-www.republicain-lorrain.fr/images/828FC3DC-D0D5-495B-B706-F166AA3DD38A/NW_raw/le-6-avril-1974-au-dome-de-brighton-abba-remporte-le-concours-eurovision-de-la-chanson-avec-waterloo-qui-va-devenir-le-premier-tube-du-quatuor-suedois-photo-afp-1419431080.jpg	https://www.republicain-lorrain.fr/actualite/2014/12/28/la-pop-venue-du-froid	Télévision. La pop venue du froid	ABBA Brighton 1974 Dome	2026-09-24
/images/q-litterature-01.webp	https://i.pinimg.com/originals/07/7e/f8/077ef84f5ede6eac465aad0e1430cb2f.jpg	https://fr.pinterest.com/pin/231653974568087779/	Victor Hugo, photographie de Félix tournachon dit Nadar en 1874-1876 ...	Victor Hugo 1876 photographie	2026-09-24
/images/q-litterature-03.webp	https://cdn-s-www.leprogres.fr/images/DE892BD1-3307-40DA-8007-BBA9181054F1/NW_raw/photo-de-l-ecrivain-et-aviateur-francais-antoine-de-saint-exupery-devant-son-avion-photo-afp-1469736850.jpg	https://www.leprogres.fr/france-monde/2016/07/29/l-aviation-a-amberieu-une-histoire-riche-et-mouvementee	L’aviation à Ambérieu : une histoire riche et mouvementée	Antoine de Saint-Exupéry photographie aviateur	2026-09-24
/images/q-litterature-06.webp	https://www.unidivers.fr/wp-content/uploads/2021/11/don-quichotte-cervantes-gustave-dore-696x498.jpg	https://www.unidivers.fr/gustave-dore-don-quichotte-cervantes-2/	GUSTAVE DORÉ, ILLUSTRATEUR DE DON QUICHOTTE DE CERVANTES	Don Quichotte Gustave Doré moulins à vent	2026-09-24 # rejetée
/images/q-litterature-07.webp	https://cdn.thecollector.com/wp-content/uploads/2023/07/arthur-conan-doyle-1.jpg	https://www.thecollector.com/sherlock-holmes-arthur-conan-doyle/	6 of the Greatest Sherlock Holmes Stories by Sir Arthur Conan Doyle	Arthur Conan Doyle photograph	2026-09-24
/images/sub-art-et-peinture.webp	https://api-www.louvre.fr/sites/default/files/2021-03/la-grande-galerie.jpg	https://www.louvre.fr/en/explore/the-palace/italian-painting-in-perspective	Italian painting in perspective - The Grande Galerie	Grande Galerie Louvre paintings visitors	2026-09-24
/images/q-peinture-01.webp	https://live.staticflickr.com/3238/2722313281_17d91d1a53_b.jpg	https://www.flickr.com/photos/adventuresinliving/2722313281	Mona Lisa behind glass | Musee de Louvre, Paris, France | Flickr	Mona Lisa behind glass Salle des Etats Louvre photo	2026-09-24
/images/q-litterature-06.webp	https://www.meisterdrucke.fr/kunstwerke/1260px/Honor_Daumier_-_Don_Quichotte_et_Sancho_Pansa_-_(MeisterDrucke-875826).jpg	https://www.meisterdrucke.fr/fine-art-prints/Honoré-Daumier/875826/Don-Quichotte-et-Sancho-Panza.html	Don Quichotte et Sancho Panza | Honoré Daumier	Don Quichotte et Sancho Pança Honoré Daumier	2026-09-24
