fichier	url_image	page_source	titre	requete	date
/images/q-quiz-departements-francais-09.webp	https://reussistonifsi.fr/wp-content/uploads/2024/04/Infographie-Groupes-sanguins-et-compatibilite-_-les-antigenes-presents-a-la-surface-des-hematies-1024x576.png	https://reussistonifsi.fr/composants-sanguins-et-role-dans-la-transfusion/	Les composants sanguins et leur rôle dans la transfusion	Mont Blanc mountain summit Chamonix aiguille du midi view	2026-09-24 # rejetée
/images/q-quiz-departements-francais-10.webp	https://lemediacom.com/wp-content/uploads/2023/10/Seedtag_Logo-696x365.jpg	https://lemediacom.com/seedtag-renforce-son-equipe-avec-deux-nouvelles-vice-presidentes/	Seedtag renforce son équipe avec deux nouvelles vice-présidentes ...	Mont Saint Michel Normandy abbey photograph	2026-09-24 # rejetée
/images/q-quiz-departements-francais-10.webp	https://img.pixers.pics/pho_wat(s3:700/FO/51/26/95/62/700_FO51269562_bb7fa7133b5b446647458042e16e3281.jpg,700,465,cms:2018/10/5bd1b6b8d04b8_220x50-watermark.png,over,480,415,jpg)/papiers-peints-elbe-fleuve-du-chateau-de-konigstein-saxe-allemagne.jpg.jpg	https://pixers.fr/papiers-peints/elbe-fleuve-du-chateau-de-konigstein-saxe-allemagne-51269562	Papier peint Elbe fleuve du château de Königstein, Saxe (Allemagne ...	Mont Saint Michel abbaye	2026-09-24 # rejetée
/images/q-quiz-departements-francais-01.webp	https://cdn.sortiraparis.com/images/800/105590/1181399-visuel-paris-1er-seine.jpg	https://www.titrespresse.com/21758962603/paris-evan-hansen	Que faire ce lundi à Paris ? Sorties et bons plans du 21 septembre 2026	Paris Eiffel Tower Trocadero photograph	2026-09-24 # rejetée
/images/q-quiz-departements-francais-10.webp	https://www.deezink.com/1777-pd4_def/panneau-stationnement-interdit-sortie-de-vehicules.jpg	https://www.deezink.com/panneaux-signaletique/Stationnement/panneau-stationnement-interdit-sortie-de-vehicules.html	Panneau stationnement interdit sortie de véhicules, signalétique ...	Mont Saint Michel abbaye	2026-09-24 # rejetée
/images/q-quiz-departements-francais-10.webp	https://www.voyageway.com/wp-content/uploads/2020/04/abbaye-du-mont-saint-michel.jpg	https://www.voyageway.com/visite-abbaye-mont-saint-michel	Visite de l'abbaye du Mont Saint-Michel : prix, réservation & horaires	Mont Saint Michel abbaye	2026-09-24
/images/q-quiz-departements-francais-01.webp	https://inticketo.com/wp-content/uploads/2026/01/Tour-Packages.jpg	https://inticketo.com/p-type/tour-packages/	Tour Packages - Inticketo	Tour Eiffel Paris photo	2026-09-24 # rejetée
/images/q-quiz-departements-francais-01.webp	https://www.hautesavoiephotos.com/voyages/tour_eiffel_paris.jpg	https://www.hautesavoiephotos.com/voyages/photos_de_paris_france.htm	photos de ma visite à Paris en France	Tour Eiffel Paris photo	2026-09-24 # rejetée
/images/q-quiz-departements-francais-09.webp	https://i.pinimg.com/originals/d3/92/39/d3923949c65eee0564b26dcf3681d5b4.jpg	https://www.pinterest.com/pin/sommet-du-mont-blanc-vue-prise-de-laiguille-du-midi-3842m--217228382005279768/	Sommet du Mont Blanc : vue prise de l'Aiguille du Midi (3842m) | Mont ...	Mont Blanc sommet vu de Chamonix	2026-09-24
/images/q-quiz-departements-francais-01.webp	https://images.pexels.com/photos/1461974/pexels-photo-1461974.jpeg?cs=srgb&dl=pexels-nextvoyage-1461974.jpg&fm=jpg	https://www.pexels.com/fr-fr/photo/tour-eiffel-a-paris-france-1461974/	Tour Eiffel à Paris France · Photo gratuite	Tour Eiffel Paris photo	2026-09-24 # rejetée
/images/sub-capitales.webp	https://lp-cms-production.imgix.net/2019-06/166904636_full.jpg?auto=format&q=40&ar=16:9&fit=crop&crop=center&fm=auto&w=2619	https://www.lonelyplanet.com/australia/australian-capital-territory/canberra/parkes-barton/attractions/australian-parliament-house/a/poi-sig/365961/1342743	Australian Parliament House | Canberra, Australia | Sights - Lonely Planet	Canberra Parliament House	2026-09-24 # rejetée
/images/q-quiz-capitales-01.webp	https://peo.gov.au/assets/images/image-library/Parliament-House/PH-I-003_AUSPIC_APH.jpg	https://peo.gov.au/understand-our-parliament/parliament-house/parliament-house	Parliament House - Parliamentary Education Office	Canberra Parliament House	2026-09-24
/images/q-quiz-capitales-02.webp	http://images.trvl-media.com/media/content/shared/images/travelguides/destination/180017/Parliament-Hill-49662.jpg	http://expedia.com/parliament-hill-ottawa.d502188.vacation-attraction	Parliament Hill in Ottawa, Ontario | Expedia	Parliament Hill Ottawa	2026-09-24
/images/q-quiz-capitales-03.webp	https://images.adsttc.com/media/images/55f6/4cf6/e58e/cec1/f800/0085/large_jpg/ANDREW-PROKOS-BRASILIA-9180-C.jpg?1442204914	https://www.archdaily.com/773568/ad-classics-national-congress-oscar-niemeyer/55f64cf6e58ecec1f8000085-ad-classics-national-congress-oscar-niemeyer-photo	Gallery of Architecture Classics: National Congress / Oscar Niemeyer - 6	Congrès national Brasilia Niemeyer	2026-09-24 # rejetée
/images/q-quiz-capitales-04.webp	https://cdn.generationvoyage.fr/2025/03/La-Tour-Hassan-Rabat-Maroc-1000x667.jpeg	https://generationvoyage.fr/attraction/tour-hassan-rabat/	Visiter la Tour Hassan à Rabat : billets, prix, horaires	Tour Hassan Rabat	2026-09-24
/images/q-quiz-capitales-05.webp	https://www.greatsights.co.nz/static/ff60c35798fc89f0381c676c89d3e373/b1e91/greatsights-new-zealand-day-tours-wellington-harbour.jpg	https://www.greatsights.co.nz/new-zealand-tour-destinations/wellington/wellington-city-sights-tour/	Wellington City and Bays Morning Tour | GreatSights New Zealand	Wellington New Zealand harbour city	2026-09-24
/images/q-quiz-capitales-03.webp	https://cdn.britannica.com/53/152553-050-5A93C31E/National-Congress-buildings-Brasilia-Brazil.jpg	https://www.britannica.com/biography/Oscar-Niemeyer	Oscar Niemeyer | Biography, Buildings, Brasilia, & Facts | Britannica	Congrès national Brasilia Niemeyer	2026-09-24
/images/sub-capitales.webp	https://i.etsystatic.com/22975648/r/il/af45f2/6657563026/il_1080xN.6657563026_oyt6.jpg	https://www.etsy.com/fr/listing/1876805367/carte-du-monde-3d-en-bois-carte-du-monde	Carte du monde 3D en bois, carte du monde 3D pour marquer les voyages ...	carte du monde punaises voyage photo	2026-09-24
/images/sub-etats-unis.webp	https://images.bfmtv.com/VRj5_Upkv3j3I0gfwppfVI0KSPw=/7x130:2039x1273/800x0/images/Congres-americain-drapeau-Etats-Unis-1714663.jpg	https://www.bfmtv.com/economie/international/the-big-beautiful-bill-qu-est-ce-que-cette-resolution-budgetaire-adoptee-par-le-congres-americain_AN-202504110442.html	"The Big, Beautiful Bill": qu'est-ce que cette résolution budgétaire ...	drapeau américain Capitole Washington	2026-09-24
/images/q-quiz-etats-unis-03.webp	https://images.ctfassets.net/bth3mlrehms2/2xqSoCnRyIfyXNMxU90aZQ/ce8ee7bea51cbb02168ba68c77443fd5/Denali_Nationalpark.jpg?w=2121&h=1193&fl=progressive&q=50&fm=jpg	https://www.tourlane.fr/amerique-du-nord/etats-unis/alaska/	Voyage Alaska : Votre itinéraire sur mesure | Tourlane	Anchorage Alaska montagnes Denali paysage	2026-09-24
/images/q-quiz-etats-unis-05.webp	https://lesvoyagesdetaco.fr/wp-content/uploads/2020/01/new-york-croisiere-statue.jpeg	https://storage.googleapis.com/dvfimqbxwrqsze/new-statue-new-york.html	New Statue New York at Edward Criss blog	statue de la Liberté New York photo	2026-09-24
/images/q-quiz-etats-unis-06.webp	https://www.jasonweissphotography.com/images/xl/grand-canyon-toroweap-sunrise.jpg	https://www.jasonweissphotography.com/photo/grand-canyon-sunrise-toroweap/	The Grandest of Sunrises | Grand Canyon National Park, Arizona | Jason ...	Grand Canyon Arizona photo	2026-09-24 # rejetée
/images/q-quiz-etats-unis-10.webp	https://vastphotos.com/files/uploads/photos/10940/high-resolution-mount-rushmore-photo-l.jpg?v=20220712073521	https://vastphotos.com/photo/mt-rushmore-sunrise-by-john-freeman	High resolution Mount Rushmore photos - VAST	Mount Rushmore photo	2026-09-24
/images/q-quiz-etats-unis-06.webp	http://wallup.net/wp-content/uploads/2016/01/182993-landscape-nature-canyon-river-Grand_Canyon-Arizona.jpg	https://wallup.net/landscape-nature-canyon-river-grand-canyon-arizona/	landscape, Nature, Canyon, River, Grand Canyon, Arizona Wallpapers HD ...	Grand Canyon Arizona photo	2026-09-24
/images/sub-seigneur-des-anneaux.webp	https://www.photosdecinema.com/44-tm_large_default/seigneur-des-anneaux-le-la-communaute-de-l-anneau-the-fellowship-of-the-ring.jpg	https://www.photosdecinema.com/photos-de-films/44-photo-du-film-seigneur-des-anneaux-le-la-communaute-de-l-anneau-the-fellowship-of-the-ring.html	Photo du film SEIGNEUR DES ANNEAUX (LE): LA COMMUNAUTÉ DE L'ANNEAU ...	Le Seigneur des Anneaux la Communauté de l'Anneau film scène	2026-09-24 # rejetée
/images/q-quiz-seigneur-des-anneaux-02.webp	https://cdn.architecturendesign.net/wp-content/uploads/2015/09/AD-Hobbiton-Movie-Set-Tour-New-Zealand-01A.jpeg	https://pollutionpollution.com/hobbiton-matamata-new-zealand-hobbiton-movie-set-tours/	Hobbiton Matamata New Zealand _ Hobbiton™ Movie Set Tours – CGKWYM	Hobbiton movie set Matamata	2026-09-24 # rejetée
/images/q-quiz-seigneur-des-anneaux-03.webp	https://www.superherohype.com/wp-content/uploads/sites/4/2026/09/Elijah-Wood-Frodo-Hunt-for-Gollum-Lord-of-the-Rings.jpg	https://www.superherohype.com/news/695164-the-lord-of-the-rings-hunt-for-gollum-elijah-wood-frodo-photo	LOTR: Elijah Wood’s Frodo Returns in New Hunt for Gollum Photo - Comic ...	Elijah Wood Frodo Lord of the Rings	2026-09-24
/images/q-quiz-seigneur-des-anneaux-05.webp	http://jeremycprocessing.com/wp-content/uploads/2020/06/LOTR-ROTK-Sam-Frodo-Mt-Doom-800-x-450.jpg	https://ar.inspiredpencil.com/pictures-2023/lord-of-the-rings-frodo-and-sam-mount-doom	Lord Of The Rings Frodo And Sam Mount Doom	Mount Doom Lord of the Rings film	2026-09-24
/images/q-quiz-seigneur-des-anneaux-07.webp	https://images3.alphacoders.com/126/1269670.jpg	https://animalia-life.club/qa/pictures/ian-mckellen-gandalf-the-grey	Ian Mckellen Gandalf The Grey	Ian McKellen Gandalf the Grey	2026-09-24
/images/q-quiz-seigneur-des-anneaux-08.webp	https://wallup.net/wp-content/uploads/2019/07/24/179323-lord-of-the-rings-lotr-fantasy-two-towers-adventure-gollum-748x421.jpg	https://wallup.net/lord-of-the-rings-lotr-fantasy-two-towers-adventure-gollum/	lord, Of, The, Rings, Lotr, Fantasy, Two, Towers, Adventure, Gollum ...	Gollum Lord of the Rings Two Towers	2026-09-24
/images/sub-seigneur-des-anneaux.webp	https://static1.colliderimages.com/wordpress/wp-content/uploads/2023/08/the-lord-of-the-rings-the-fellowship-of-the-ring-1.jpg	https://collider.com/lord-of-the-rings-the-hobbit-extended-editions-ranked/	Every Middle-Earth Movie Extended Edition, Ranked	Fellowship of the Ring film still fellowship walking mountains	2026-09-24
/images/q-quiz-seigneur-des-anneaux-02.webp	https://a.travel-assets.com/findyours-php/viewfinder/images/res70/335000/335436-Hamilton.jpg	https://www.fewo-direkt.de/d/52617/hobbiton-movie-set	Ferienwohnung Hobbiton Movie Set, Matamata: Ferienhäuser & mehr | FeWo ...	Hobbiton movie set Matamata	2026-09-24
/images/q-quiz-departements-francais-01.webp	https://windows10spotlight.com/wp-content/uploads/2024/06/f9108b36ff56a04330fdc18a6f691399.jpg	https://windows10spotlight.com/images/37310	Aerial summer sunset panorama with river Seine and Eiffel tower, Paris ...	Tour Eiffel Paris Seine panorama	2026-09-24
/images/sub-departements-francais.webp	https://www.actualitix.com/wp-content/uploads/2012/03/numeros-departements-france-metropolitaine-660x330.jpg	https://maker.socialaxcess.com/liste-des-departements-par-numeros/	Liste Des Départements Par Numéros – AIWUHP	carte de France des départements avec numéros	2026-09-24
